orig_sen_idx	condition	sen	counter_sen	token	full_npi	env	labels
35107	(1, 1, 1)	The customer will not 	The customer will really 	ever	ever	sentential_negation_biclausal	downward
14726	(1, 1, 1)	No actor has thought that the customers left the adults in 	Some actor has thought that the customers left the adults in 	years	in years	determiner_negation_biclausal	downward
40156	(1, 1, 1)	These people had not imagined that 	These people had really imagined that 	any	any	sentential_negation_biclausal	downward
9426	(0, 1, 1)	While the guy had worked with the teachers in 	If the guy had worked with the teachers in 	years	in years	conditional	upward
19555	(0, 1, 1)	Even the waitress boasted at 	Only the waitress boasted at 	all	at all	only	upward
14410	(0, 1, 1)	Some patients had thought that the actors had returned to a girl in 	None of the patients had thought that the actors had returned to a girl in 	years	in years	determiner_negation_biclausal	upward
51691	(0, 1, 1)	A senator who biked to the bad school in 	A senator who biked to the worst school in 	years	in years	superlative	upward
23157	(0, 1, 1)	Some adults who will like 	Any adults who will like 	any	any	quantifier	upward
1620	(1, 1, 1)	A patient who has seldom walked through 	A patient who has sometimes walked through 	any	any	adverbs	downward
9121	(1, 1, 1)	If the adult had investigated the hospitals in 	While the adult had investigated the hospitals in 	years	in years	conditional	downward
4363	(0, 1, 1)	The guests who had sometimes biked to museums 	The guests who had barely biked to museums 	either	either	adverbs	upward
10998	(1, 1, 1)	If the women run around the high schools 	While the women run around the high schools 	either	either	conditional	downward
15257	(0, 1, 1)	Some children could say that the commentaries disagreed 	None of the children could say that the commentaries disagreed 	either	either	determiner_negation_biclausal	upward
39353	(1, 1, 1)	The adults were not imagining that the hospitals might resemble the essays 	The adults were really imagining that the hospitals might resemble the essays 	either	either	sentential_negation_biclausal	downward
33478	(1, 1, 1)	The ladies have wondered whether the children are boycotting the movie theaters in 	The ladies have said that the children are boycotting movie theaters in 	years	in years	questions	downward
40394	(0, 1, 1)	The ladies are really explaining that 	The ladies are not explaining that 	any	any	sentential_negation_biclausal	upward
32081	(1, 1, 1)	The ladies have wondered whether the waitress has bought dishes at 	The ladies have said that the waitress has bought the dishes at 	all	at all	questions	downward
9753	(1, 1, 1)	If the dancer had referenced the documentaries in 	While the dancer had referenced the documentaries in 	years	in years	conditional	downward
48577	(0, 1, 1)	The waitresses observe the serious guy that 	The waitresses observe the most serious guy that 	any	any	superlative	upward
23649	(1, 1, 1)	Every waiter who had approached 	A waiter who had approached 	any	any	quantifier	downward
6045	(1, 1, 1)	If the guy insults 	While the guy insults 	any	any	conditional	downward
35288	(0, 1, 1)	The customers can really 	The customers can not 	ever	ever	sentential_negation_biclausal	upward
44723	(1, 1, 1)	Had the men walked through the high schools in 	The men had walked through the high schools in 	years	in years	simplequestions	downward
12500	(1, 1, 1)	None of the cashiers explained that the cashiers escaped from the gals 	Some cashiers explained that the cashiers escaped from the gals 	yet	yet	determiner_negation_biclausal	downward
46858	(0, 1, 1)	The women do attack the adults 	Do the women attack the adults 	either	either	simplequestions	upward
33751	(1, 1, 1)	The guests have wondered whether the boys talked to the women in 	The guests have said that the boys talked to women in 	years	in years	questions	downward
44254	(0, 1, 1)	The pedestrian has exited the movie theaters in 	Has the pedestrian exited the movie theaters in 	years	in years	simplequestions	upward
37744	(1, 1, 1)	The customer has not explained that a pedestrian did blink at 	The customer has really explained that a pedestrian did blink at 	all	at all	sentential_negation_biclausal	downward
6034	(0, 1, 1)	While the women help 	If the women help 	any	any	conditional	upward
25128	(0, 1, 1)	A lot of children who skate around the art galleries 	Any children who skate around the art galleries 	yet	yet	quantifier	upward
7210	(0, 1, 1)	While the teenager bikes to the malls 	If the teenager bikes to the malls 	yet	yet	conditional	upward
35097	(1, 1, 1)	The actresses would not 	The actresses would really 	ever	ever	sentential_negation_biclausal	downward
9422	(0, 1, 1)	While the people have approached the men in 	If the people have approached the men in 	years	in years	conditional	upward
20680	(0, 1, 1)	Even a person hid away 	Only a person hid away 	yet	yet	only	upward
22389	(1, 1, 1)	Only the guy is hunting 	Even the guy is hunting 	either	either	only	downward
26235	(0, 1, 1)	The drivers who are at more than three college campuses at 	All drivers who are at more than three college campuses at 	all	at all	quantifier	upward
39508	(0, 1, 1)	The pedestrian will really explain that the newspaper articles have won 	The pedestrian will not explain that the newspaper articles have won 	either	either	sentential_negation_biclausal	upward
35366	(1, 1, 1)	The student might not 	The student might really 	ever	ever	sentential_negation_biclausal	downward
30106	(0, 1, 1)	The drivers say that the guests wore 	The drivers wonder whether the guests wore 	any	any	questions	upward
13790	(1, 1, 1)	None of the guys explained that the men had divorced at 	Some guys explained that the men had divorced at 	all	at all	determiner_negation_biclausal	downward
14316	(0, 1, 1)	Some pedestrian had said that the people wrote in 	No pedestrian had said that the people wrote in 	years	in years	determiner_negation_biclausal	upward
22418	(0, 1, 1)	Even the teachers were speaking up 	Only the teachers were speaking up 	either	either	only	upward
25126	(1, 1, 1)	All men who were touring the banks 	Men who were touring the banks 	yet	yet	quantifier	downward
45089	(0, 1, 1)	The actress can bike to the grocery stores 	Can the actress bike to the grocery stores 	yet	yet	simplequestions	upward
38814	(1, 1, 1)	The girls have not thought that a documentary has described the art gallery in 	The girls have really thought that a documentary has described the art gallery in 	years	in years	sentential_negation_biclausal	downward
42438	(0, 1, 1)	The child is walking through 	Is the child walking through 	any	any	simplequestions	upward
4870	(0, 1, 1)	The guest who often works with girls 	The guest who scarcely works with girls 	either	either	adverbs	upward
27091	(1, 1, 1)	Every woman who had gone to a lot of restaurants in 	The woman who had gone to a lot of restaurants in 	years	in years	quantifier	downward
16415	(1, 1, 1)	No students could say that 	Some students could say that 	any	any	determiner_negation_biclausal	downward
39529	(1, 1, 1)	The teachers did not think that the driver can exit the public parks 	The teachers did really think that the driver can exit the public parks 	either	either	sentential_negation_biclausal	downward
42813	(1, 1, 1)	Had the teenagers escaped from 	The teenagers had escaped from 	any	any	simplequestions	downward
22520	(0, 1, 1)	Even a teenager swallowed 	Only a teenager swallowed 	either	either	only	upward
22037	(1, 1, 1)	Only the driver mutters 	Even the driver mutters 	either	either	only	downward
3895	(0, 1, 1)	The actor who always referenced guests in 	The actor who seldom referenced guests in 	years	in years	adverbs	upward
8923	(0, 1, 1)	While the doctors talk about the dancers at 	If the doctors talk about the dancers at 	all	at all	conditional	upward
46826	(0, 1, 1)	The cashiers have cared for the teachers 	Have the cashiers cared for the teachers 	either	either	simplequestions	upward
32730	(0, 1, 1)	The boys have said that the woman is visiting the actresses at 	The boys have wondered whether the woman is visiting actresses at 	all	at all	questions	upward
20998	(1, 1, 1)	Only the actresses sat down 	Even the actresses sat down 	yet	yet	only	downward
45809	(1, 1, 1)	Had the doctors attacked the boys 	The doctors had attacked the boys 	yet	yet	simplequestions	downward
45235	(0, 1, 1)	The guys are exiting the grocery stores 	Are the guys exiting the grocery stores 	yet	yet	simplequestions	upward
38949	(0, 1, 1)	A teenager had really said that the senators had sold the cups in 	A teenager had not said that the senators had sold the cups in 	years	in years	sentential_negation_biclausal	upward
38025	(1, 1, 1)	The guests had not imagined that a doctor had exercised in 	The guests had really imagined that a doctor had exercised in 	years	in years	sentential_negation_biclausal	downward
40196	(1, 1, 1)	Those waitresses had not imagined that 	Those waitresses had really imagined that 	any	any	sentential_negation_biclausal	downward
22478	(1, 1, 1)	Only the ladies have surrendered 	Even the ladies have surrendered 	either	either	only	downward
17270	(0, 1, 1)	Even a girl 	Only a girl 	ever	ever	only	upward
20039	(0, 1, 1)	Even the ladies have assembled 	Only the ladies have assembled 	yet	yet	only	upward
10280	(0, 1, 1)	While the child buys the dishes 	If the child buys the dishes 	either	either	conditional	upward
21870	(1, 1, 1)	Only a teenager had left art galleries in 	Even a teenager had left art galleries in 	years	in years	only	downward
38149	(1, 1, 1)	The drivers not imagined that the people have skated around the college campuses in 	The drivers really imagined that the people have skated around the college campuses in 	years	in years	sentential_negation_biclausal	downward
34559	(1, 1, 1)	The guests have wondered whether the cashier escapes from the malls 	The guests have said that the cashier escapes from the malls 	either	either	questions	downward
39977	(1, 1, 1)	The ladies had not explained that the senators have negotiated 	The ladies had really explained that the senators have negotiated 	either	either	sentential_negation_biclausal	downward
30241	(0, 1, 1)	The guys say that the adult had cleaned 	The guys wonder whether the adult had cleaned 	any	any	questions	upward
41877	(0, 1, 1)	The children do 	Do the children 	ever	ever	simplequestions	upward
2252	(0, 1, 1)	The customers who sometimes scratch at 	The customers who scarcely scratch at 	all	at all	adverbs	upward
45912	(1, 1, 1)	Was the child going to the libraries 	The child was going to the libraries 	yet	yet	simplequestions	downward
23319	(1, 1, 1)	Every waitress who was dropping by 	Some waitress who was dropping by 	any	any	quantifier	downward
48441	(1, 1, 1)	The cafes do resemble the most popular guys that 	The cafes do resemble the popular guys that 	any	any	superlative	downward
27855	(1, 1, 1)	Every dancer who has insulted libraries in 	The dancer who has insulted libraries in 	years	in years	quantifier	downward
8158	(1, 1, 1)	If the guys tour the restaurants at 	While the guys tour the restaurants at 	all	at all	conditional	downward
37074	(1, 1, 1)	The senator had not explained that the report is referencing the commentary at 	The senator had really explained that the report is referencing the commentary at 	all	at all	sentential_negation_biclausal	downward
31708	(1, 1, 1)	The teachers have wondered whether the adult had passed college campuses 	The teachers have said that the adult had passed the college campuses 	yet	yet	questions	downward
15734	(1, 1, 1)	No cashier had imagined that the newspaper articles have won 	Some cashier had imagined that the newspaper articles have won 	either	either	determiner_negation_biclausal	downward
39267	(0, 1, 1)	The boy had really explained that the cups would resemble the hat 	The boy had not explained that the cups would resemble the hat 	either	either	sentential_negation_biclausal	upward
12984	(1, 1, 1)	No cashiers think that the libraries resemble the museums 	Some cashiers think that the libraries resemble the museums 	yet	yet	determiner_negation_biclausal	downward
44214	(1, 1, 1)	Has the actress worked with the waiters in 	The actress has worked with the waiters in 	years	in years	simplequestions	downward
46616	(1, 1, 1)	Had the cashier passed the movie theaters 	The cashier had passed the movie theaters 	either	either	simplequestions	downward
3582	(1, 1, 1)	The actress who had seldom passed art galleries in 	The actress who had sometimes passed art galleries in 	years	in years	adverbs	downward
7898	(0, 1, 1)	While the guests drop by the malls 	If the guests drop by the malls 	yet	yet	conditional	upward
33239	(0, 1, 1)	The guests have said that the adults could discuss high schools in 	The guests have wondered whether the adults could discuss the high schools in 	years	in years	questions	upward
24716	(1, 1, 1)	Any guys who had 	More than three guys who had 	ever	ever	quantifier	downward
44817	(1, 1, 1)	Had the teachers brought the cars in 	The teachers had brought the cars in 	years	in years	simplequestions	downward
12516	(1, 1, 1)	No pedestrian had thought that the art galleries might resemble the ladies 	Some pedestrian had thought that the art galleries might resemble the ladies 	yet	yet	determiner_negation_biclausal	downward
23738	(1, 1, 1)	All teenagers who left 	Teenagers who left 	any	any	quantifier	downward
20269	(0, 1, 1)	Even the boys would murmur 	Only the boys would murmur 	yet	yet	only	upward
10684	(0, 1, 1)	While the patients remember the people 	If the patients remember the people 	either	either	conditional	upward
50846	(1, 1, 1)	A cashier who discussed the longest stories 	A cashier who discussed the long stories 	yet	yet	superlative	downward
34640	(0, 1, 1)	The guys have said that the driver ran around the hospitals 	The guys have wondered whether the driver ran around the hospitals 	either	either	questions	upward
33218	(0, 1, 1)	The waiters have said that the teacher had sold pants in 	The waiters have wondered whether the teacher had sold the pants in 	years	in years	questions	upward
22700	(0, 1, 1)	Even a driver sang 	Only a driver sang 	either	either	only	upward
1533	(0, 1, 1)	A boy who sometimes resembles 	A boy who seldom resembles 	any	any	adverbs	upward
52093	(1, 1, 1)	The man who passed the cheapest museums 	The man who passed the cheap museums 	either	either	superlative	downward
46183	(0, 1, 1)	The adults have been at the malls 	Have the adults been at the malls 	either	either	simplequestions	upward
52435	(0, 1, 1)	The waiters who criticized the important art gallery 	The waiters who criticized the most important art gallery 	either	either	superlative	upward
45902	(1, 1, 1)	Had the women investigated the customers 	The women had investigated the customers 	yet	yet	simplequestions	downward
38292	(0, 1, 1)	A teenager really explained that the essay had disagreed in 	A teenager not explained that the essay had disagreed in 	years	in years	sentential_negation_biclausal	upward
37809	(0, 1, 1)	A waitress had really thought that the cafes should resemble the report at 	A waitress had not thought that the cafes should resemble the report at 	all	at all	sentential_negation_biclausal	upward
43247	(0, 1, 1)	The girl is helping the dancers at 	Is the girl helping the dancers at 	all	at all	simplequestions	upward
4908	(0, 1, 1)	The customer who will sometimes admire actors 	The customer who will hardly admire actors 	either	either	adverbs	upward
16220	(1, 1, 1)	No people think that 	Some people think that 	any	any	determiner_negation_biclausal	downward
28747	(1, 1, 1)	All ladies who will explore the banks 	More than three ladies who will explore the banks 	either	either	quantifier	downward
48693	(1, 1, 1)	The shoes resemble the biggest school that 	The shoes resemble the big school that 	any	any	superlative	downward
33068	(1, 1, 1)	The ladies have wondered whether the actor is describing the dancers in 	The ladies have said that the actor is describing dancers in 	years	in years	questions	downward
20460	(1, 1, 1)	Only the doctors did dislike children 	Even the doctors did dislike children 	yet	yet	only	downward
49997	(1, 1, 1)	The waiters who disliked the best customer at 	The waiters who disliked the good customer at 	all	at all	superlative	downward
31060	(0, 1, 1)	The ladies have said that the dancer insults the guys 	The ladies have wondered whether the dancer insults guys 	yet	yet	questions	upward
43934	(0, 1, 1)	The guys have admired the actors at 	Have the guys admired the actors at 	all	at all	simplequestions	upward
51579	(1, 1, 1)	The person who listened to the oldest girls in 	The person who listened to the old girls in 	years	in years	superlative	downward
51524	(0, 1, 1)	A guest who praised the long commentaries in 	A guest who praised the longest commentaries in 	years	in years	superlative	upward
3780	(1, 1, 1)	The children who seldom toured cafes in 	The children who sometimes toured cafes in 	years	in years	adverbs	downward
7753	(0, 1, 1)	While the boy describes the guys 	If the boy describes the guys 	yet	yet	conditional	upward
23739	(1, 1, 1)	Every teenager who should go to 	The teenager who should go to 	any	any	quantifier	downward
15757	(1, 1, 1)	None of the children have imagined that the hair should resemble the couches 	Some children have imagined that the hair should resemble the couches 	either	either	determiner_negation_biclausal	downward
33331	(1, 1, 1)	The cashiers have wondered whether the waiters were going to the malls in 	The cashiers have said that the waiters were going to malls in 	years	in years	questions	downward
17653	(1, 1, 1)	Only a teenager would 	Even a teenager would 	ever	ever	only	downward
27784	(1, 1, 1)	All children who had helped more than three teenagers in 	The children who had helped more than three teenagers in 	years	in years	quantifier	downward
43110	(0, 1, 1)	The student has praised the reports at 	Has the student praised the reports at 	all	at all	simplequestions	upward
24329	(0, 1, 1)	The dancer who has 	Every dancer who has 	ever	ever	quantifier	upward
42431	(1, 1, 1)	Were the actresses running around 	The actresses were running around 	any	any	simplequestions	downward
21976	(1, 1, 1)	Only the waiters have waved in 	Even the waiters have waved in 	years	in years	only	downward
28801	(0, 1, 1)	Gals who can work with the girls 	All dancers who can work with the girls 	either	either	quantifier	upward
15310	(1, 1, 1)	No boys were saying that the hair resembles a senator 	Some boys were saying that the hair resembles a senator 	either	either	determiner_negation_biclausal	downward
4926	(1, 1, 1)	The dancers who scarcely referenced guys 	The dancers who often referenced guys 	either	either	adverbs	downward
11039	(0, 1, 1)	Some girl will 	No girl will 	ever	ever	determiner_negation_biclausal	upward
47952	(1, 1, 1)	The senators might care for the worst driver that the men have 	The senators might care for the bad driver that the men have 	ever	ever	superlative	downward
10970	(0, 1, 1)	While the ladies bike to the libraries 	If the ladies bike to the libraries 	either	either	conditional	upward
43501	(0, 1, 1)	The adults can flee from the teachers at 	Can the adults flee from the teachers at 	all	at all	simplequestions	upward
52181	(0, 1, 1)	The guests who scanned the popular commentaries 	The guests who scanned the most popular commentaries 	either	either	superlative	upward
4313	(1, 1, 1)	The waitress who scarcely examines movies 	The waitress who sometimes examines movies 	either	either	adverbs	downward
2496	(0, 1, 1)	The dancers who sometimes did answer at 	The dancers who rarely did answer at 	all	at all	adverbs	upward
52873	(0, 1, 1)	The girls who broke the good cars 	The girls who broke the best cars 	either	either	superlative	upward
19334	(1, 1, 1)	Only the customer had fled from waiters at 	Even the customer had fled from waiters at 	all	at all	only	downward
21246	(1, 1, 1)	Only a lady negotiated in 	Even a lady negotiated in 	years	in years	only	downward
27254	(1, 1, 1)	Every girl who had walked through a lot of high schools in 	The girl who had walked through a lot of high schools in 	years	in years	quantifier	downward
4035	(1, 1, 1)	The lady who barely leaves men 	The lady who always leaves men 	either	either	adverbs	downward
23063	(0, 1, 1)	Cashiers who exited 	All cashiers who exited 	any	any	quantifier	upward
27957	(1, 1, 1)	Every doctor who drove to a lot of college campuses in 	Some doctor who drove to a lot of college campuses in 	years	in years	quantifier	downward
31352	(1, 1, 1)	The boys have wondered whether the child did talk to children 	The boys have said that the child did talk to the children 	yet	yet	questions	downward
50103	(1, 1, 1)	The customers who forgot the fastest teenager 	The customers who forgot the fast teenager 	yet	yet	superlative	downward
37031	(0, 1, 1)	The teenagers had really thought that a cashier had hidden away at 	The teenagers had not thought that a cashier had hidden away at 	all	at all	sentential_negation_biclausal	upward
14165	(1, 1, 1)	None of the gals said that the waitresses replied in 	Some gals said that the waitresses replied in 	years	in years	determiner_negation_biclausal	downward
50819	(1, 1, 1)	The dancers who escaped from the most serious guys 	The dancers who escaped from the serious guys 	yet	yet	superlative	downward
49491	(0, 1, 1)	The drivers who explored the bad bank at 	The drivers who explored the worst bank at 	all	at all	superlative	upward
51252	(0, 1, 1)	The cashier who knew the serious adults in 	The cashier who knew the most serious adults in 	years	in years	superlative	upward
43054	(0, 1, 1)	The pedestrians should describe the malls at 	Should the pedestrians describe the malls at 	all	at all	simplequestions	upward
39109	(0, 1, 1)	The actresses can really explain that the essay would resemble a chair 	The actresses can not explain that the essay would resemble a chair 	either	either	sentential_negation_biclausal	upward
7645	(1, 1, 1)	If the student tours the high schools 	While the student tours the high schools 	yet	yet	conditional	downward
41244	(0, 1, 1)	The waiter has 	Has the waiter 	ever	ever	simplequestions	upward
13006	(1, 1, 1)	No drivers say that the cups resemble a cashier at 	Some drivers say that the cups resemble a cashier at 	all	at all	determiner_negation_biclausal	downward
18885	(1, 1, 1)	Only the women have worked with 	Even the women have worked with 	any	any	only	downward
26213	(1, 1, 1)	Every driver who had referenced the newspaper articles at 	Some driver who had referenced the newspaper articles at 	all	at all	quantifier	downward
13473	(1, 1, 1)	No patient is thinking that the plates resemble the glasses at 	Some patient is thinking that the plates resemble the glasses at 	all	at all	determiner_negation_biclausal	downward
45571	(1, 1, 1)	Have the men talked to the cashiers 	The men have talked to the cashiers 	yet	yet	simplequestions	downward
8114	(0, 1, 1)	While the guests see the dishes at 	If the guests see the dishes at 	all	at all	conditional	upward
49175	(1, 1, 1)	The doctors who biked to the cheapest high school at 	The doctors who biked to the cheap high school at 	all	at all	superlative	downward
11162	(1, 1, 1)	No driver will 	Some driver will 	ever	ever	determiner_negation_biclausal	downward
22322	(1, 1, 1)	Only the student would reply 	Even the student would reply 	either	either	only	downward
10806	(0, 1, 1)	While the boys boycott the banks 	If the boys boycott the banks 	either	either	conditional	upward
1042	(1, 1, 1)	A student who had rarely ran around 	A student who had always ran around 	any	any	adverbs	downward
20309	(0, 1, 1)	Even the man compromises 	Only the man compromises 	yet	yet	only	upward
51180	(0, 1, 1)	The patient who watched the nice guests in 	The patient who watched the nicest guests in 	years	in years	superlative	upward
14507	(0, 1, 1)	Some actors imagined that the stories disagreed in 	No actors imagined that the stories disagreed in 	years	in years	determiner_negation_biclausal	upward
45608	(1, 1, 1)	Were the adults praising the waitresses 	The adults were praising the waitresses 	yet	yet	simplequestions	downward
32377	(1, 1, 1)	The waiters have wondered whether the waitresses were leaving banks at 	The waiters have said that the waitresses were leaving the banks at 	all	at all	questions	downward
48727	(1, 1, 1)	The cashiers disliked the biggest women that 	The cashiers disliked the big women that 	any	any	superlative	downward
31363	(0, 1, 1)	The patients have said that the dancers have approached the actors 	The patients have wondered whether the dancers have approached actors 	yet	yet	questions	upward
42893	(0, 1, 1)	The waitresses did break 	Did the waitresses break 	any	any	simplequestions	upward
20624	(0, 1, 1)	Even the teenagers examined reports 	Only the teenagers examined reports 	yet	yet	only	upward
28755	(1, 1, 1)	All children who do observe more than three doctors 	Children who do observe more than three doctors 	either	either	quantifier	downward
13399	(0, 1, 1)	Some teenagers do say that the drivers had telephoned at 	No teenagers do say that the drivers had telephoned at 	all	at all	determiner_negation_biclausal	upward
43666	(0, 1, 1)	The driver had toured the restaurants at 	Had the driver toured the restaurants at 	all	at all	simplequestions	upward
38104	(0, 1, 1)	The actresses really imagined that the customers had admired the books in 	The actresses not imagined that the customers had admired the books in 	years	in years	sentential_negation_biclausal	upward
21968	(0, 1, 1)	Even the guys had conferred in 	Only the guys had conferred in 	years	in years	only	upward
51029	(0, 1, 1)	The teenager who escaped from the important person in 	The teenager who escaped from the most important person in 	years	in years	superlative	upward
44164	(0, 1, 1)	The doctor had visited the hospitals in 	Had the doctor visited the hospitals in 	years	in years	simplequestions	upward
42750	(0, 1, 1)	The driver was watching 	Was the driver watching 	any	any	simplequestions	upward
50278	(1, 1, 1)	A boy who insulted the most popular senator 	A boy who insulted the popular senator 	yet	yet	superlative	downward
22853	(1, 1, 1)	Only the gals could assemble 	Even the gals could assemble 	either	either	only	downward
18094	(1, 1, 1)	Only the gals arrived at 	Even the gals arrived at 	any	any	only	downward
23750	(1, 1, 1)	All doctors who examined 	Doctors who examined 	any	any	quantifier	downward
43307	(0, 1, 1)	The guests have been at the high schools at 	Have the guests been at the high schools at 	all	at all	simplequestions	upward
37291	(0, 1, 1)	The doctors should really say that the glasses should resemble the plays at 	The doctors should not say that the glasses should resemble the plays at 	all	at all	sentential_negation_biclausal	upward
46612	(1, 1, 1)	Does the guy boycott the libraries 	The guy does boycott the libraries 	either	either	simplequestions	downward
2950	(1, 1, 1)	The senators who seldom do confer at 	The senators who often do confer at 	all	at all	adverbs	downward
32204	(0, 1, 1)	The girls have said that the women had the glasses at 	The girls have wondered whether the women had glasses at 	all	at all	questions	upward
51633	(1, 1, 1)	The drivers who cared for the nicest actor in 	The drivers who cared for the nice actor in 	years	in years	superlative	downward
42151	(0, 1, 1)	The patient is fleeing from 	Is the patient fleeing from 	any	any	simplequestions	upward
30548	(1, 1, 1)	The boys wonder whether the people do hug 	The boys say that the people do hug 	any	any	questions	downward
50716	(0, 1, 1)	The guests who ran around the big bank 	The guests who ran around the biggest bank 	yet	yet	superlative	upward
9776	(0, 1, 1)	While the teacher had respected the cafes in 	If the teacher had respected the cafes in 	years	in years	conditional	upward
49120	(1, 1, 1)	A waitress who fled from the youngest customer at 	A waitress who fled from the young customer at 	all	at all	superlative	downward
35202	(0, 1, 1)	The children were really 	The children were not 	ever	ever	sentential_negation_biclausal	upward
45813	(1, 1, 1)	Could the customers describe the libraries 	The customers could describe the libraries 	yet	yet	simplequestions	downward
25140	(0, 1, 1)	A lot of students who are breaking forks 	Any students who are breaking forks 	yet	yet	quantifier	upward
46455	(0, 1, 1)	The doctors could respect the cashiers 	Could the doctors respect the cashiers 	either	either	simplequestions	upward
28000	(1, 1, 1)	Every cashier who has hated guys 	A cashier who has hated guys 	either	either	quantifier	downward
27778	(0, 1, 1)	A pedestrian who has referenced some doctors in 	Every pedestrian who has referenced some doctors in 	years	in years	quantifier	upward
38344	(0, 1, 1)	The boy really thought that the people had fled from the guest in 	The boy not thought that the people had fled from the guest in 	years	in years	sentential_negation_biclausal	upward
27051	(0, 1, 1)	A boy who has talked to the girls in 	Every boy who has talked to the girls in 	years	in years	quantifier	upward
14500	(0, 1, 1)	Some waiter has said that the boys had broken a dish in 	No waiter has said that the boys had broken a dish in 	years	in years	determiner_negation_biclausal	upward
3503	(0, 1, 1)	The drivers who had often clashed in 	The drivers who had barely clashed in 	years	in years	adverbs	upward
20796	(1, 1, 1)	Only the adults smiled 	Even the adults smiled 	yet	yet	only	downward
49922	(1, 1, 1)	A customer who watched the fastest student at 	A customer who watched the fast student at 	all	at all	superlative	downward
28776	(1, 1, 1)	Every actress who has described more than three guys 	The actress who has described more than three guys 	either	either	quantifier	downward
28909	(1, 1, 1)	Any waiters who were passing a lot of cafes 	The waiters who were passing a lot of cafes 	either	either	quantifier	downward
4390	(1, 1, 1)	The guy who would scarcely sigh 	The guy who would sometimes sigh 	either	either	adverbs	downward
1904	(0, 1, 1)	A driver who had often worked with 	A driver who had rarely worked with 	any	any	adverbs	upward
31671	(0, 1, 1)	The waitresses have said that the child can see the teachers 	The waitresses have wondered whether the child can see teachers 	yet	yet	questions	upward
25479	(1, 1, 1)	Every waitress who has exited banks 	Some waitress who has exited banks 	yet	yet	quantifier	downward
48052	(1, 1, 1)	The rugs resemble the newest chair that 	The rugs resemble the new chair that 	any	any	superlative	downward
18608	(0, 1, 1)	Even the teachers were breaking 	Only the teachers were breaking 	any	any	only	upward
46132	(1, 1, 1)	Was the guy kissing the waitresses 	The guy was kissing the waitresses 	either	either	simplequestions	downward
35099	(0, 1, 1)	The lady should really 	The lady should not 	ever	ever	sentential_negation_biclausal	upward
4568	(0, 1, 1)	The adults who can sometimes win 	The adults who can barely win 	either	either	adverbs	upward
11012	(0, 1, 1)	Some people 	None of the people 	ever	ever	determiner_negation_biclausal	upward
31114	(1, 1, 1)	The doctors have wondered whether the senator buys pants 	The doctors have said that the senator buys the pants 	yet	yet	questions	downward
8280	(0, 1, 1)	While the guy sees the cars at 	If the guy sees the cars at 	all	at all	conditional	upward
10107	(0, 1, 1)	While the guy cares for the actors 	If the guy cares for the actors 	either	either	conditional	upward
39594	(0, 1, 1)	The guys had really thought that the customers should conspire 	The guys had not thought that the customers should conspire 	either	either	sentential_negation_biclausal	upward
1999	(0, 1, 1)	The people who always went to 	The people who seldom went to 	any	any	adverbs	upward
14079	(0, 1, 1)	Some guy had explained that the gloves have shrunk in 	No guy had explained that the gloves have shrunk in 	years	in years	determiner_negation_biclausal	upward
33795	(1, 1, 1)	The waiters have wondered whether the people have disliked the newspaper articles in 	The waiters have said that the people have disliked newspaper articles in 	years	in years	questions	downward
45647	(0, 1, 1)	The teenager would discuss the girls 	Would the teenager discuss the girls 	yet	yet	simplequestions	upward
32065	(0, 1, 1)	The dancers have said that the person might remember the actresses at 	The dancers have wondered whether the person might remember actresses at 	all	at all	questions	upward
12576	(0, 1, 1)	Some adults explained that the commentaries did discuss the documentaries 	No adults explained that the commentaries did discuss the documentaries 	yet	yet	determiner_negation_biclausal	upward
46416	(1, 1, 1)	Might the student talk to the actors 	The student might talk to the actors 	either	either	simplequestions	downward
15691	(0, 1, 1)	Some teenager had said that the waiters would attack the ladies 	No teenager had said that the waiters would attack the ladies 	either	either	determiner_negation_biclausal	upward
18521	(1, 1, 1)	Only the humans are going to 	Even the humans are going to 	any	any	only	downward
41553	(1, 1, 1)	Had the teenagers 	The teenagers had 	ever	ever	simplequestions	downward
28957	(1, 1, 1)	Any dancers who were arriving at grocery stores 	Some dancers who were arriving at grocery stores 	either	either	quantifier	downward
9131	(0, 1, 1)	While the teenager has fled from the women in 	If the teenager has fled from the women in 	years	in years	conditional	upward
14967	(0, 1, 1)	Some guest thought that the doctors took the books in 	No guest thought that the doctors took the books in 	years	in years	determiner_negation_biclausal	upward
46989	(1, 1, 1)	Is the senator watching the people 	The senator is watching the people 	either	either	simplequestions	downward
13551	(0, 1, 1)	Some guest said that the eyes resemble the reports at 	No guest said that the eyes resemble the reports at 	all	at all	determiner_negation_biclausal	upward
4456	(0, 1, 1)	The waitresses who sometimes grinned 	The waitresses who seldom grinned 	either	either	adverbs	upward
43658	(0, 1, 1)	The waiter had worked with the doctors at 	Had the waiter worked with the doctors at 	all	at all	simplequestions	upward
30935	(0, 1, 1)	The waiters say that the adult will watch 	The waiters wonder whether the adult will watch 	any	any	questions	upward
2757	(1, 1, 1)	The customer who barely won at 	The customer who often won at 	all	at all	adverbs	downward
52248	(1, 1, 1)	The adults who left the newest museums 	The adults who left the new museums 	either	either	superlative	downward
36504	(0, 1, 1)	A waitress is really saying that the pants might resemble the documentaries 	A waitress is not saying that the pants might resemble the documentaries 	yet	yet	sentential_negation_biclausal	upward
